HL,1,LAT,BPE,LBT,-9,-9,-9,3,7,1986,W,127141,4,-9,30,1,-9,1,-9,6800,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,8,1986,3,13,1730,-9,30,D,54.5667,15.3667,54.5500,15.3833,38G5,55,V,-9,1,1,C,-9,-9,-9,-9,200,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,5,-9,0.5,0.1,0.4,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,8,1986,W,127141,4,-9,60,1,-9,1,-9,18600,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,9,1986,3,14,0605,-9,30,D,54.6000,15.3667,54.5833,15.3833,38G5,55,V,-9,1,1,C,-9,-9,-9,-9,200,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,1,-9,0,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,9,1986,W,127141,4,-9,22,1,-9,1,-9,5800,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,3,14,0730,-9,30,D,54.6000,15.3833,54.5667,15.4000,38G5,57,V,-9,1,1,C,-9,-9,-9,-9,160,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,1,-9,0,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,126436,1,-9,12,1,6,1,-9,20000,1,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,126436,1,-9,12,1,6,1,-9,20000,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,126436,1,-9,12,1,6,1,-9,20000,1,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,126436,1,-9,12,1,6,1,-9,20000,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,127141,4,-9,12,1,-9,1,-9,3400,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,10,1986,W,126436,1,-9,12,1,6,1,-9,20000,1,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,3,14,0850,-9,30,D,54.6000,15.3833,54.5667,15.4167,38G5,57,V,-9,1,1,C,-9,-9,-9,-9,180,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,1,-9,0,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,73,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,127141,4,-9,20,1,-9,1,-9,6400,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,38,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,34,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,56,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,55,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,51,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,50,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,45,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,43,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,11,1986,W,126436,1,-9,26,1,12,1,-9,32000,1,58,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,3,14,1000,-9,30,D,54.5833,15.4000,54.5333,15.4333,38G5,53,V,-9,1,1,C,-9,-9,-9,-9,180,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,3,-9,0.5,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,127141,1,-9,16,1,8,1,-9,7400,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,12,1986,W,126436,1,-9,18,1,9,1,-9,28000,1,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,3,14,1130,-9,30,D,54.5833,15.4333,54.5500,15.4333,38G5,55,V,-9,1,1,C,-9,-9,-9,-9,180,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,3,-9,0.5,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,127141,1,-9,12,1,6,1,-9,4800,1,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,127141,1,-9,12,1,6,1,-9,4800,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,127141,1,-9,12,1,6,1,-9,4800,1,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,127141,1,-9,12,1,6,1,-9,4800,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,13,1986,W,126436,1,-9,14,1,7,1,-9,40000,1,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,3,14,1245,-9,30,D,54.5500,15.4500,54.5333,15.4667,38G5,52,V,-9,1,1,C,-9,-9,-9,-9,180,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,3,-9,0.5,0.1,0.2,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,65,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,42,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,48,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,51,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,59,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,45,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,62,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,69,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,80,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,127141,1,-9,20,1,10,1,-9,5800,1,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,14,1986,W,126436,1,-9,32,1,15,1,-9,58000,1,60,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,3,14,1400,-9,30,D,54.5167,15.4667,54.5000,15.4833,38G5,49,V,-9,1,1,C,-9,-9,-9,-9,180,22,-9,3,580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,113,3,-9,0.5,0.1,0.6,-9,-9,-9,-9
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,32,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,40,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,39,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,38,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,37,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,36,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,35,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,41,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,33,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,30,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,29,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,28,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,127141,1,-9,14,1,7,1,-9,3200,1,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,34,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,53,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,31,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,42,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,54,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,52,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,51,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,45,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,49,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,48,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,43,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,47,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,46,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,50,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,BPE,LBT,-9,-9,-9,3,15,1986,W,126436,1,-9,682,1,337,1,-9,610000,1,44,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
