HH,1,LAT,0008,LBT,-9,-9,T,2,1,1986,1,10,1045,-9,60,D,57.8667,24.0333,57.8000,24.0167,44H4,30,V,-9,1,1,C,-9,-9,-9,-9,150,-9,-9,-9,-9,-9,-9,-9,-9,-9,190,-9,-9,-9,-9,-9,-9,23,8,-9,1,0.3,0.2,-9,-9,-9,-9
HL,1,LAT,0008,LBT,-9,-9,T,2,1,1986,W,126436,4,-9,1,1,-9,1,-9,1000,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,0008,LBT,-9,-9,T,2,2,1986,1,10,1245,-9,60,D,57.7667,24.0167,57.7000,24.1167,44H4,40,V,-9,1,1,C,-9,-9,-9,-9,250,-9,-9,-9,-9,-9,-9,-9,-9,-9,140,-9,-9,-9,-9,-9,-9,23,8,-9,0.5,1.3,1.5,-9,-9,-9,-9
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,1,-9,16,1,16,1,-9,28000,1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,50,F,III,-9,-9,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,52,F,III,-9,-9,1,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,72,F,III,-9,-9,1,4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,50,F,II,-9,-9,1,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,44,M,III,-9,-9,1,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,50,F,II,-9,-9,1,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,37,M,II,-9,-9,1,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,49,M,III,-9,-9,1,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,39,F,II,-9,-9,1,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,56,M,IV,-9,-9,1,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,38,M,II,-9,-9,1,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,47,F,II,-9,-9,1,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,49,F,II,-9,-9,1,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,44,M,II,-9,-9,1,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,52,F,II,-9,-9,1,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,0008,LBT,-9,-9,T,2,2,1986,W,126436,4,28,1,49,M,III,-9,-9,1,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,0008,LBT,-9,-9,T,2,3,1986,1,10,1515,-9,60,D,57.7167,24.1833,57.6333,24.2167,44H4,31,V,-9,1,1,C,-9,-9,-9,-9,250,-9,-9,-9,-9,-9,-9,-9,-9,-9,160,-9,-9,-9,-9,-9,-9,23,8,-9,0.5,0.8,1.5,-9,-9,-9,-9
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,2,3,1986,W,126436,1,-9,9,1,9,1,-9,5500,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
