CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,40,F,II,-9,3,1,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,M,II,-9,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,F,II,-9,2,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,F,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,22,F,II,-9,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,M,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,M,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,F,II,-9,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,2,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,M,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,F,II,-9,1,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,III,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,2,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,F,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,M,II,-9,2,1,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,F,II,-9,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,F,II,-9,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,M,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,F,II,-9,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,21,M,II,-9,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,F,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,F,II,-9,1,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,M,II,-9,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,30,M,II,-9,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,M,II,-9,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,19,F,II,-9,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,M,II,-9,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,M,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,M,II,-9,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,F,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,F,II,-9,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,32,M,II,-9,2,1,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,2,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,22,M,II,-9,1,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,M,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,F,II,-9,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,F,II,-9,1,1,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,M,II,-9,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,M,II,-9,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,F,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,24,F,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,M,II,-9,2,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,M,II,-9,1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,M,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,F,II,-9,1,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,22,F,II,-9,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,M,II,-9,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,23,F,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,F,II,-9,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,50,M,II,-9,4,1,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,F,II,-9,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,22,F,II,-9,1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,F,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,F,II,-9,-9,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,25,F,II,-9,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,32,F,II,-9,2,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,1,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,30,M,II,-9,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,30,F,II,-9,2,1,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,M,II,-9,2,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,30,M,II,-9,2,1,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,26,F,II,-9,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,2,1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,28,F,II,-9,1,1,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,29,M,II,-9,1,1,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,F,II,-9,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,1,LAT,4576,LBT,-9,-9,-9,3,1,1978,W,126436,4,28,1,27,M,II,-9,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,3,17,1105,-9,30,D,57.4833,21.1333,57.4667,21.1333,43H1,70,V,-9,1,1,C,-9,-9,-9,-9,250,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,225,5,-9,1.6,-9,-9,-9,-9,-9,-9
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,2,1978,W,126436,1,-9,208,1,104,1,-9,40000,1,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,1,LAT,4576,LBT,-9,-9,-9,3,3,1978,3,19,1135,-9,40,D,55.6667,20.6167,55.6833,20.5500,40H0,55,V,-9,1,1,C,-9,-9,-9,-9,250,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,4,-9,0.5,-9,-9,-9,-9,-9,-9
HL,1,LAT,4576,LBT,-9,-9,-9,3,3,1978,W,126436,1,-9,456,1,304,1,-9,120000,1,23,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,3,1978,W,126436,1,-9,456,1,304,1,-9,120000,1,20,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,4576,LBT,-9,-9,-9,3,3,1978,W,126436,1,-9,456,1,304,1,-9,120000,1,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
