HH,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,4,23,0630,-9,60,D,56.2667,19.2667,56.1667,19.2333,41G9,130,V,-9,1,1,C,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,-9,-9,-9,-9,-9,-9
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,55,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,39,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,40,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,41,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,42,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,43,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,44,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,45,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,47,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,48,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,49,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,50,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,38,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,53,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,52,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,57,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,58,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,59,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,60,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,62,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,63,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,65,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,72,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,73,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,4576,LBT,-9,-9,-9,4,1,1978,W,126436,1,-9,274,1,249,1,-9,200000,1,75,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
