Date;Year;Quarter;Month;Index;Appr. ;Seq. no.;Haul;Validity (haul);Station name;Subsample;Processing;Grade;Sex;Subdivision;Rect.;ICES;Lat.;Lon.;Depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area (km²)/h;Kg/hour;Tot No./hour;Lengthcl;Mean weight;No./hour
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;290;;7
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;300;;6
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;310;;5
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;320;;3
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;330;;3
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;340;;3
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;360;;1
1988-12-09;1988;4;12;SEPI.1988.290;Final;17;290;V;8.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5749.799;1929.699;74;60;2.7;165;7;71;0.825;21.4;68;410;;1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;210;;8.1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;220;;8.1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;230;;24.3
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;240;;24.3
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;250;;81.1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;260;;89.2
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;270;;89.2
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;280;;113.5
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;290;;97.3
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;300;;32.4
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;310;;32.4
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;320;;8.1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;330;;24.3
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;340;;8.1
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;350;;24.3
1988-12-09;1988;4;12;SEPI.1988.291;Final;18;291;V;S'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5752.899;1924.9;41;60;3;120;7;38;0.667;199.5;673.1;360;;8.1
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;190;;1.9
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;210;;1.9
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;220;;3.7
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;230;;5.6
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;240;;11.2
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;250;;5.6
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;260;;22.3
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;270;;18.6
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;280;;20.5
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;290;;13
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;300;;1.9
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;310;;9.3
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;320;;5.6
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;340;;3.7
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;360;;3.7
1988-12-09;1988;4;12;SEPI.1988.292;Final;19;292;V;6.5'SE FÅRÖ FYR;0;0;9;;28;4464;44G9;5751.6;1926.699;68;60;3;165;7;65;0.917;39.1;130.3;380;;1.9
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;210;;2.2
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;220;;1.1
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;240;;4.4
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;250;;3.3
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;260;;4.4
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;270;;7.6
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;280;;1.1
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;290;;3.3
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;300;;3.3
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;350;;1.1
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;370;;3.3
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;380;;1.1
1988-12-09;1988;4;12;SEPI.1988.293;Final;20;293;V;3.5'NE ÖSTERGARN;0;0;9;;28;4464;44G9;5731.1;1902.699;39;55;2.8;122;7;36;0.69;13.964;37.1;410;;1.1
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;240;;2
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;260;;4
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;270;;1
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;280;;2
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;290;;1
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;300;;2
1988-12-10;1988;4;12;SEPI.1988.294;Final;21;294;V;15'NW HOBURG;0;0;9;;27;4362;43G7;5707.6;1753.8;74;60;2.6;165;7;71;0.795;3.8;13;310;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;180;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;220;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;240;;3
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;250;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;260;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;270;;3
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;280;;2
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;300;;2
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;310;;1
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;330;;2
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;360;;2
1988-12-10;1988;4;12;SEPI.1988.295;Final;22;295;V;8'NW HOBURG;0;0;9;;27;4362;43G7;5703.799;1756.5;67;60;2.6;150;7;64;0.722;6.2;20;370;;1
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;190;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;200;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;230;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;240;;2.7
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;260;;5.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;270;;2.7
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;280;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;290;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;300;;5.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;310;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;320;;4
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;340;;1.3
1988-12-10;1988;4;12;SEPI.1988.296;Final;23;296;V;8'SE BLÄSINGE;0;0;9;;27;4261;42G6;5633.6;1655.4;75;45;2.3;158;7;72;0.897;10.133;30.7;350;;1.3
1988-12-11;1988;4;12;SEPI.1988.297;Final;24;297;V;N MIDSJÖBANK;0;0;9;;25;4162;41G7;5606.5;1747.9;67;60;3.1;160;7;64;0.919;1.8;5;210;;1
1988-12-11;1988;4;12;SEPI.1988.297;Final;24;297;V;N MIDSJÖBANK;0;0;9;;25;4162;41G7;5606.5;1747.9;67;60;3.1;160;7;64;0.919;1.8;5;270;;1
1988-12-11;1988;4;12;SEPI.1988.297;Final;24;297;V;N MIDSJÖBANK;0;0;9;;25;4162;41G7;5606.5;1747.9;67;60;3.1;160;7;64;0.919;1.8;5;280;;1
1988-12-11;1988;4;12;SEPI.1988.297;Final;24;297;V;N MIDSJÖBANK;0;0;9;;25;4162;41G7;5606.5;1747.9;67;60;3.1;160;7;64;0.919;1.8;5;290;;1
1988-12-11;1988;4;12;SEPI.1988.297;Final;24;297;V;N MIDSJÖBANK;0;0;9;;25;4162;41G7;5606.5;1747.9;67;60;3.1;160;7;64;0.919;1.8;5;360;;1
1988-12-11;1988;4;12;SEPI.1988.298;Final;25;298;V;S MIDSJÖBANK;0;0;9;;25;4062;40G7;5552.7;1738.4;64;60;2.7;150;7;60;0.75;1.1;4;250;;1
1988-12-11;1988;4;12;SEPI.1988.298;Final;25;298;V;S MIDSJÖBANK;0;0;9;;25;4062;40G7;5552.7;1738.4;64;60;2.7;150;7;60;0.75;1.1;4;270;;1
1988-12-11;1988;4;12;SEPI.1988.298;Final;25;298;V;S MIDSJÖBANK;0;0;9;;25;4062;40G7;5552.7;1738.4;64;60;2.7;150;7;60;0.75;1.1;4;280;;1
1988-12-11;1988;4;12;SEPI.1988.298;Final;25;298;V;S MIDSJÖBANK;0;0;9;;25;4062;40G7;5552.7;1738.4;64;60;2.7;150;7;60;0.75;1.1;4;290;;1
1988-12-11;1988;4;12;SEPI.1988.299;Final;26;299;V;MIDSJÖHÅLET;0;0;9;;25;4062;40G7;5557.299;1703.099;44;60;2.9;115;7;41;0.618;2.1;9;210;;1
1988-12-11;1988;4;12;SEPI.1988.299;Final;26;299;V;MIDSJÖHÅLET;0;0;9;;25;4062;40G7;5557.299;1703.099;44;60;2.9;115;7;41;0.618;2.1;9;240;;5
1988-12-11;1988;4;12;SEPI.1988.299;Final;26;299;V;MIDSJÖHÅLET;0;0;9;;25;4062;40G7;5557.299;1703.099;44;60;2.9;115;7;41;0.618;2.1;9;260;;1
1988-12-11;1988;4;12;SEPI.1988.299;Final;26;299;V;MIDSJÖHÅLET;0;0;9;;25;4062;40G7;5557.299;1703.099;44;60;2.9;115;7;41;0.618;2.1;9;270;;1
1988-12-11;1988;4;12;SEPI.1988.299;Final;26;299;V;MIDSJÖHÅLET;0;0;9;;25;4062;40G7;5557.299;1703.099;44;60;2.9;115;7;41;0.618;2.1;9;340;;1
1988-12-11;1988;4;12;SEPI.1988.300;Final;27;300;V;HOLGERS STEN;;;;;25;4061;40G6;5542.799;1636.4;60;60;2.8;;;;;;;;;
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;170;;1
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;240;;2
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;250;;3
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;260;;10
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;270;;3
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;280;;3
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;290;;2
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;300;;1
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;310;;2
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;320;;4
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;330;;3
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;360;;2
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;370;;4
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;380;;2
1988-12-12;1988;4;12;SEPI.1988.301;Final;28;301;V;6.5'SE SANDHAMMAREN;0;0;9;;24;3959;39G4;5518.5;1419;45;60;3;120;7;42;0.667;15.3;43;390;;1
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;240;;1
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;250;;2
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;260;;4
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;270;;1
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;280;;2
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;290;;4
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;300;;5
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;310;;2
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;320;;3
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;330;;3
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;340;;2
1988-12-12;1988;4;12;SEPI.1988.302;Final;29;302;V;SVARTEGRUND;0;0;9;;24;3959;39G4;5511.799;1413.599;47;60;2.9;147;7;44;0.79;11;30;350;;1
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;220;;2
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;230;;2
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;250;;4
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;260;;9
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;270;;5
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;280;;5
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;290;;1
1988-12-12;1988;4;12;SEPI.1988.303;Final;30;303;V;10'SSW YSTAD;0;0;9;;24;3958;39G3;5514.899;1344;42;60;3.2;121;7;39;0.717;11.4;41;300;;3
