FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
2016;2016-02-24 09:01;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 01,140;18 54,290;56 02,240;18 56,100;30;3;1;42;121;122;;122;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.31;5601.14;1854.29;56.019;18.905;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-09 10:49;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 20,720;19 45,000;58 19,300;19 47,920;40;3;2;133;106;120;;114;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.51;5820.72;1945;58.345;19.75;0;0;0;;0;0;;0;;1
2015;2015-03-07 06:33;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 48,360;16 31,410;55 47,690;16 29,020;30;3;2;244;56;57;;56;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.85;5548.36;1631.41;55.806;16.524;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-08 23:21;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 664;58 51,370;19 42,970;58 53,430;19 38,610;60;3;3;315;146;129;;138;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.47;5851.37;1942.97;58.856;19.716;0;0;0;;0;0;;0;;1
2015;2015-03-05 11:37;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 27,110;16 46,670;56 25,720;16 45,500;30;3;2;205;61;60;;61;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2015.75;5627.11;1646.67;56.452;16.778;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-27 07:36;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 29,880;17 34,400;57 28,450;17 33,330;30;3;2;203;64;76;;72;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.65;5729.88;1734.4;57.498;17.573;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-10 19:32;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 14,250;18 56,960;57 12,860;18 58,120;30;3;2;156;60;66;;64;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.63;5714.25;1856.96;57.238;18.949;0;0;0;;0;0;;0;;0.9
2016;2016-10-04 10:22;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 46,213;15 47,612;55 45,164;15 49,406;30;3;2;135;54;58;;55;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.11;5546.213;1547.612;55.77;15.794;0;0;0;;0;0;;0;;0.9
2016;2016-02-22 09:20;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 48,330;15 17,300;55 49,300;15 19,300;30;3;2;50;55;54;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.12;5548.33;1517.3;55.806;15.288;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-22 12:00;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 21,000;19 09,000;57 22,100;19 11,200;30;3;2;;80;85;;83;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.25;5721;1909;57.35;19.15;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-04 19:57;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 663;58 34,776;18 11,700;58 35,423;18 15,444;31;4;2;72;141;225;;273;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.42;5834.776;1811.7;58.58;18.195;0;0;0;;0;0;;0;;0.8
2015;2015-10-08 22:52;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 21,464;17 48,170;56 19,955;17 42,742;50;4;3;243;50;47;;49;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;15;Valid;OXBH.2015.82;5621.464;1748.17;56.358;17.803;0;0;0;;0;0;;0;;0.7
2015;2015-02-28 06:24;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 23,640;18 29,380;56 22,380;18 27,900;30;3;2;212;36;38;;38;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.20;5623.64;1829.38;56.394;18.49;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-02 15:15;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 02,850;19 28,100;58 02,200;19 30,300;30;3;2;;86;91;;89;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.51;5802.85;1928.1;58.048;19.468;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-06-09 00:00;SFC-2455;SOFIA;GE - 5;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 062;60 44,000;17 19,000;;;540;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-2455.2015.;6044;1719;60.733;17.317;0;0;0;;0;0;;0;;
2016;2016-09-30 00:00;SFC-9622;FILIP;UÅ - 62;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);5 665;63 38,000;20 25,000;;;300;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-9622.2016.999;6338;2025;63.633;20.417;0;0;0;;0;0;;0;;
2016;2016-10-04 08:45;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 47,696;15 50,393;;;5;;0;;57;57;;57;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Invalid;OXBH.2016.10;5547.696;1550.393;55.795;15.84;0;0;0;;0;0;;0;;
2015;2015-11-22 10:03;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 16,780;18 31,580;56 18,050;18 32,980;30;3;1;31;81;84;;82;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.16;5616.78;1831.58;56.28;18.526;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-06 07:21;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 462;57 54,817;17 45,419;57 54,248;17 40,398;50;3;3;257;168;179;;164;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.25;5754.817;1745.419;57.914;17.757;0;0;0;;0;0;;0;;0.9
2016;2016-10-07 16:32;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 663;58 51,464;18 46,734;58 52,080;18 42,725;42;3;2;286;93;66;;81;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.37;5851.464;1846.734;58.858;18.779;0;0;0;;0;0;;0;;1
2015;2015-11-27 10:00;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 34,000;16 51,000;56 32,550;16 50,250;30;3;2;;63;64;;64;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.59;5634;1651;56.567;16.85;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-11 22:49;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 21,730;17 48,680;56 24,740;17 47,620;60;3;3;349;50;51;;51;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.73;5621.73;1748.68;56.362;17.811;0;0;0;;0;0;;0;;1
2016;2016-02-26 14:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 46,000;18 07,000;57 47,500;18 07,000;30;3;2;;99;107;;103;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.61;5746;1807;57.767;18.117;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-09 16:55;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 03,860;19 40,384;58 06,958;19 43,215;66;3;4;26;168;166;;167;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.53;5803.86;1940.384;58.064;19.673;0;0;0;;0;0;;0;;0.9
2015;2015-02-26 12:26;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 40,230;14 29,750;55 41,130;14 27,490;30;3;2;302;50;49;;49;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.6;5540.23;1429.75;55.671;14.496;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-07 05:00;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 563;58 19,959;18 41,134;58 21,628;18 36,616;60;3;3;305;154;150;;149;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.33;5819.959;1841.134;58.333;18.686;0;0;0;;0;0;;0;;1
2016;2016-02-25 06:15;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 00,300;18 48,400;57 01,700;18 49,200;30;3;2;;72;74;;73;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.40;5700.3;1848.4;57.005;18.807;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-26 09:45;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 27,160;16 46,740;56 25,800;16 45,590;30;3;2;205;60;60;;61;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2016.56;5627.16;1646.74;56.453;16.779;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-26 13:59;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 42,450;14 22,790;55 42,850;14 25,350;30;3;1;75;37;38;;37;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.7;5542.45;1422.79;55.708;14.38;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-27 11:27;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 07,580;17 17,430;57 06,090;17 17,090;30;3;2;187;68;73;;73;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.67;5707.58;1717.43;57.126;17.291;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-28 14:11;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 24,430;18 29,390;56 23,140;18 28,060;30;3;1;210;32;36;;34;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.76;5624.43;1829.39;56.407;18.49;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-28 14:50;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 12,360;18 21,720;56 10,940;18 20,780;30;3;2;200;68;71;;69;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.28;5612.36;1821.72;56.206;18.362;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-20 09:19;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 41,050;14 30,150;55 41,970;14 32,230;30;3;1;52;49;45;;48;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.4;5541.05;1430.15;55.684;14.503;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-25 12:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 46,000;18 07,000;57 47,500;18 07,000;30;3;2;;102;105;;104;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.43;5746;1807;57.767;18.117;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-05 17:35;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 764;59 05,024;19 14,349;59 04,585;19 10,669;30;4;2;257;72;68;;72;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.50;5905.024;1914.349;59.084;19.239;0;0;0;;0;0;;0;;0.8
2016;2016-02-25 11:16;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 19,400;19 04,630;57 18,090;19 03,300;30;3;2;209;67;69;;68;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.46;5719.4;1904.63;57.323;19.077;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-26 06:32;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3 959;55 28,900;14 36,280;55 29,630;14 38,590;30;3;1;61;60;61;;60;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;35;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.2;5528.9;1436.28;55.482;14.605;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-03-01 07:43;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 51,850;16 28,640;55 51,930;16 26,020;30;3;1;273;54;52;;53;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.87;5551.85;1628.64;55.864;16.477;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-21 11:16;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 19,900;18 24,990;56 21,020;18 26,790;30;3;2;42;43;43;;43;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.9;5619.9;1824.99;56.332;18.417;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-01 13:30;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 17,000;19 06,000;57 15,600;19 04,800;30;3;2;;81;84;;83;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.39;5717;1906;57.283;19.1;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-24 13:37;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 262;56 57,930;17 11,220;56 56,470;17 10,530;30;3;2;194;72;73;;72;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2016.43;5657.93;1711.22;56.966;17.187;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-26 12:00;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 02,080;19 29,770;58 03,080;19 27,680;30;3;2;;86;97;;91;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.57;5802.08;1929.77;58.035;19.496;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-12 22:51;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 55,570;17 47,960;55 56,160;17 51,450;40;3;2;73;62;59;;60;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.84;5555.57;1747.96;55.926;17.799;0;0;0;;0;0;;0;;1
2016;2016-10-11 00:34;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 263;56 57,110;18 53,780;56 55,990;18 52,470;30;3;1;213;121;110;;116;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.65;5657.11;1853.78;56.952;18.896;0;0;0;;0;0;;0;;1.1
2015;2015-10-04 15:32;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 563;58 19,760;18 38,552;58 19,236;18 33,120;46;4;3;260;142;118;;128;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.40;5819.76;1838.552;58.329;18.643;0;0;0;;0;0;;0;;0.8
2016;2016-10-10 07:54;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 21,055;19 37,812;57 22,973;19 40,121;46;3;2;31;66;79;;72;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.59;5721.055;1937.812;57.351;19.63;0;0;0;;0;0;;0;;1
2015;2015-03-08 08:29;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 41,970;14 22,280;55 43,500;14 20,630;30;3;1;321;37;34;;35;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.94;5541.97;1422.28;55.7;14.371;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-29 07:06;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 15,630;17 53,320;56 14,390;17 51,830;30;3;2;214;40;49;;45;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.81;5615.63;1753.32;56.261;17.889;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-19 07:13;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 49,470;15 19,460;55 48,440;15 17,660;30;3;1;224;53;54;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.2;5549.47;1519.46;55.825;15.324;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
