FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
2015;2015-03-08 06:31;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 37,560;14 45,220;55 37,530;14 42,590;30;3;1;269;68;67;;68;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.93;5537.56;1445.22;55.626;14.754;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-09 23:52;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 38,283;16 15,069;55 37,784;16 10,765;45;3;2;258;72;71;;72;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.92;5538.283;1615.069;55.638;16.251;0;0;0;;0;0;;0;;0.9
2015;2015-06-30 00:00;SLTO;BROTTSJÖ;PÅ - 16;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);5 966;65 04,000;21 39,000;;;60;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SLTO.2015.;6504;2139;65.067;21.65;0;0;0;;0;0;;0;;
2015;2015-06-18 00:00;SECT;SETTE MARI;GE - 49;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 063;60 55,000;18 38,000;;;1 200;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SECT.2015.999;6055;1838;60.917;18.633;0;0;0;;0;0;;0;;
2015;2015-08-19 00:00;SFB-2741;ATHENA;HA - 26;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);6 067;65 47,420;22 44,190;;;480;;;;;;;;726;GNS Gillnet set;GNS GILLNET SET;0;;;;;;;;;Valid;SFB-2741.2015.;6547.42;2244.19;65.79;22.737;0;0;0;;0;0;;0;;
2015;2015-11-15 00:00;SECT;SETTE MARI;GE - 49;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 063;60 49,000;18 05,000;;;1 320;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SECT.2015.999;6049;1805;60.817;18.083;0;0;0;;0;0;;0;;
2016;2016-11-23 12:15;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 03,000;19 26,750;58 04,500;19 26,500;30;3;2;;70;76;;73;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.33;5803;1926.75;58.05;19.446;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-26 07:34;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 41,360;19 22,630;57 42,800;19 23,250;30;3;1;13;74;73;;74;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.53;5741.36;1922.63;57.689;19.377;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-04 07:10;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 01,350;17 57,310;57 59,850;17 57,050;30;3;2;186;66;64;;65;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2015.62;5701.35;1757.31;57.023;17.955;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-02 13:45;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 51,490;19 28,540;57 52,640;19 30,350;30;3;1;40;66;70;;69;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.48;5751.49;1928.54;57.858;19.476;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-28 06:26;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 34,410;16 51,320;56 33,000;16 50,440;30;3;2;199;62;63;;63;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.73;5634.41;1651.32;56.574;16.855;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-07 18:17;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 11,542;19 32,709;57 13,657;19 30,499;41;4;2;331;161;156;;151;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;15;Valid;OXBH.2015.70;5711.542;1932.709;57.192;19.545;0;0;0;;0;0;;0;;0.8
2016;2016-02-23 10:27;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 05,630;17 49,700;56 06,250;17 47,280;30;3;2;294;65;67;;67;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.21;5605.63;1749.7;56.094;17.828;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-05 07:17;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 34,300;16 51,190;56 32,860;16 50,350;30;3;2;198;62;63;;63;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2015.70;5634.3;1651.19;56.572;16.853;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-05 12:29;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 664;58 49,844;19 49,518;58 50,858;19 44,236;40;4;2;294;120;161;;138;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.48;5849.844;1949.518;58.831;19.825;0;0;0;;0;0;;0;;0.8
2015;2015-11-26 09:21;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 48,500;15 50,730;55 48,130;15 48,160;30;3;1;256;57;55;;56;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.51;5548.5;1550.73;55.808;15.846;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-07 14:13;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 39,850;15 16,630;55 39,790;15 13,840;30;3;2;268;69;70;;70;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.90;5539.85;1516.63;55.664;15.277;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-03 16:24;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 462;57 46,848;17 48,492;57 45,948;17 43,397;46;4;3;251;100;82;;90;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.30;5746.848;1748.492;57.781;17.808;0;0;0;;0;0;;0;;0.8
2016;2016-11-24 07:14;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 29,820;17 34,200;57 28,390;17 33,250;30;3;2;199;62;76;;72;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.39;5729.82;1734.2;57.497;17.57;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-24 13:40;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 44,300;19 28,200;57 45,700;19 28,900;30;3;2;;82;84;;83;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.35;5744.3;1928.2;57.738;19.47;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-24 10:30;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 43,200;19 10,640;57 42,200;19 08,540;30;3;1;228;44;40;;42;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.31;5743.2;1910.64;57.72;19.177;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-06 16:36;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 564;58 23,540;19 41,075;58 21,708;19 43,696;40;4;2;142;114;108;;111;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.60;5823.54;1941.075;58.392;19.685;0;0;0;;0;0;;0;;0.8
2016;2016-10-05 18:05;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 17,501;17 32,711;57 20,374;17 31,918;57;3;3;273;86;84;;84;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.21;5717.501;1732.711;57.292;17.545;0;0;0;;0;0;;0;;1
2015;2015-03-02 13:00;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 50,000;19 31,800;57 48,500;19 32,000;30;3;2;;79;83;;81;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.47;5750;1931.8;57.833;19.53;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-11 12:24;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 25,040;18 42,950;56 24,350;18 38,450;54;3;3;253;94;82;;88;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.69;5625.04;1842.95;56.417;18.716;0;0;0;;0;0;;0;;1
2015;2015-02-27 10:34;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 48,420;15 17,490;55 49,400;15 19,440;30;3;1;48;55;54;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.14;5548.42;1517.49;55.807;15.292;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-09 19:24;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 54,020;16 38,386;55 52,951;16 35,328;40;3;2;230;40;47;;44;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;20;Valid;OXBH.2015.90;5554.02;1638.386;55.9;16.64;0;0;0;;0;0;;0;;0.9
2016;2016-02-26 09:43;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 52,430;19 25,190;57 53,900;19 25,820;30;3;2;13;50;47;;49;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.55;5752.43;1925.19;57.874;19.42;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-03 06:45;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 462;57 38,514;17 32,689;57 34,654;17 36,658;42;4;2;62;132;95;;119;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.26;5738.514;1732.689;57.642;17.545;0;0;0;;0;0;;0;;0.9
2016;2016-02-27 05:50;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 27,500;17 44,000;57 29,000;17 44,000;30;3;2;;105;112;;108;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.63;5727.5;1744;57.458;17.733;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-25 12:45;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 21,030;19 09,170;57 22,090;19 11,150;30;3;2;;80;89;;85;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.48;5721.03;1909.17;57.351;19.153;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-24 07:12;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 063;55 55,130;18 38,170;55 55,060;18 40,840;30;3;2;93;114;113;;114;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.30;5555.13;1838.17;55.919;18.636;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-20 11:45;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 08,000;18 19,000;56 09,600;18 20,000;30;3;2;;79;75;;77;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.10;5608;1819;56.133;18.317;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-04 05:03;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 42,859;15 33,464;55 44,123;15 34,768;30;3;1;30.17;68;64;;64;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.8;5542.859;1533.464;55.714;15.558;0;0;0;;0;0;;0;;1
2015;2015-10-05 07:05;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 664;58 44,797;19 30,973;58 44,885;14 36,497;40;4;3;88;151;135;;155;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.46;5844.797;1930.973;58.747;19.516;0;0;0;;0;0;;0;;0.8
2015;2015-10-02 23:09;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 04,530;17 21,380;57 03,870;17 19,920;16;4;1;230;87;88;;72;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.22;5704.53;1721.38;57.076;17.356;0;0;0;;0;0;;0;;0.8
2015;2015-08-11 00:00;SFC-2455;SOFIA;GE - 5;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 062;60 43,600;17 22,300;;;180;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-2455.2015.;6043.6;1722.3;60.727;17.372;0;0;0;;0;0;;0;;
2016;2016-12-21 00:00;SECT;SETTE MARI;GE - 49;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 06,000;17 49,000;;;960;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SECT.2016.999;6106;1749;61.1;17.817;0;0;0;;0;0;;0;;
2016;2016-09-28 00:00;SECT;SETTE MARI;GE - 49;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 063;60 55,000;18 58,000;;;1 080;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SECT.2016.999;6055;1858;60.917;18.967;0;0;0;;0;0;;0;;
2016;2016-06-07 00:00;SFC-2455;SOFIA;GE - 5;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 062;60 43,000;17 19,000;;;480;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-2455.2016.999;6043;1719;60.717;17.317;0;0;0;;0;0;;0;;
2015;2015-01-09 00:00;SLOT;RÖNNSKÄR;HL - 94;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 362;62 02,000;17 45,000;;;180;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SLOT.2015.999;6202;1745;62.033;17.75;0;0;0;;0;0;;0;;
2015;2015-03-21 00:00;SECT;SETTE MARI;GE - 49;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 163;61 09,000;18 03,000;;;765;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SECT.2015.999;6109;1803;61.15;18.05;0;0;0;;0;0;;0;;
2016;2016-05-04 00:00;SFB-6968;ÖRNÖ;HL - 4;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 262;61 45,000;17 27,000;;;300;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-6968.2016.999;6145;1727;61.75;17.45;0;0;0;;0;0;;0;;
2016;2016-05-23 00:00;SFC-9622;FILIP;UÅ - 62;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);5 665;63 37,000;20 25,000;;;300;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-9622.2016.999;6337;2025;63.617;20.417;0;0;0;;0;0;;0;;
2016;2016-11-16 00:00;SFC-2755;;SN - 8;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 22,000;17 10,000;;;40;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SFC-2755.2016.999;6122;1710;61.367;17.167;0;0;0;;0;0;;0;;
2015;2015-02-27 06:23;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 41,340;15 04,690;55 41,590;15 07,350;30;3;2;81;65;69;;67;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.10;5541.34;1504.69;55.689;15.078;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-01 11:45;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 23,000;19 12,000;57 21,800;19 10,400;30;3;2;;80;89;;85;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.37;5723;1912;57.383;19.2;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-23 09:46;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 53,080;19 25,390;57 54,370;19 26,270;30;3;1;20;48;47;;47;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.30;5753.08;1925.39;57.885;19.423;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-01 07:47;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 10,570;18 52,330;57 10,130;18 50,160;25;3;1;250;53;47;;51;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.33;5710.57;1852.33;57.176;18.872;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-10 13:30;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 07,530;19 20,760;57 05,940;19 18,660;40;3;2;216;171;215;;172;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.61;5707.53;1920.76;57.126;19.346;0;0;0;;0;0;;0;;1
2016;2016-10-08 14:34;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 665;58 47,120;20 20,809;58 48,081;20 17,599;37;3;2;300;200;194;;199;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.45;5847.12;2020.809;58.785;20.347;0;0;0;;0;0;;0;;0.9
2016;2016-10-03 22:13;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 50,471;14 45,144;55 52,877;14 45,733;41;4;2;8;36;36;;35;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.6;5550.471;1445.144;55.841;14.752;0;0;0;;0;0;;0;;0.8
2016;2016-11-21 07:17;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 063;55 55,200;18 35,500;55 55,120;18 38,170;30;3;2;93;114;113;;114;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.15;5555.2;1835.5;55.92;18.592;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-01 07:05;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 35,434;14 39,997;55 33,401;14 40,160;35;3;2;177;80;68;;74;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.4;5535.434;1439.997;55.591;14.667;0;0;0;;0;0;;0;;0.9
2016;2016-11-25 07:17;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 01,360;17 57,390;56 59,890;17 57,050;30;3;1;188;65;63;;65;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.47;5701.36;1757.39;57.023;17.957;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-07 09:11;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 47,860;15 57,800;55 47,840;15 55,140;30;3;2;269;61;60;;61;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.87;5547.86;1557.8;55.798;15.963;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-09 12:04;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 46,413;17 41,430;55 45,117;17 45,598;46;4;3;119;55;59;;58;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.88;5546.413;1741.43;55.774;17.691;0;0;0;;0;0;;0;;0.8
2015;2015-10-06 06:15;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 665;58 46,992;20 28,780;58 44,012;20 29,829;51;4;3;170;157;152;;159;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.56;5846.992;2028.78;58.783;20.48;0;0;0;;0;0;;0;;0.8
2016;2016-11-20 06:47;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 46,630;17 42,000;55 48,050;17 41,050;30;3;2;339;58;55;;57;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.6;5546.63;1742;55.777;17.7;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
