HH,1,LAT,0008,LBT,-9,-9,T,1,1,1976,1,10,0825,-9,60,D,58.0333,21.2500,58.9833,21.2500,45H1,78,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,180,-9,-9,-9,-9,-9,-9,0,2,-9,-9,-9,-9,-9,-9,-9,-9
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0008,LBT,-9,-9,T,1,1,1976,W,126436,1,-9,100,1,100,1,-9,51700,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
