Fartyg;drag;datum;år;mån;årstid;tråltid;sattlat;sattlong;X;Y;Positionsbestämning;område;fångstplats;fiskeområden;bottendjup;tråldjup;check;djupintervall;varp;tråltyp;type;redskap;redskapstyp;satt.kl;halat.kl;bottentyp;distans;halat.lat;halat.long;id;ruta;anm;Hour;IDX_SSB;Field;LATDD;LONGDD;Depth;Size.final..m.;Year;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;Swep.both.side..foot.;Swept.area;RSA;comments;speed;RS
Skagerak;137;1957-06-13;1957;6;1;60;5459.5;1320;6098473.816;1341621.516;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;930;1000;gyttja;2.2;5459.5;1316;1957Skagerak137;3858;;1;Skagerak,1957,137;,;54.992;13.333;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.2;1.36
Skagerak;138;1957-06-13;1957;6;1;60;5459.5;1317;6098588.212;1338422.58;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;1100;1200;gyttja;2.5;5459.5;1321.5;1957Skagerak138;3858;;1;Skagerak,1957,138;,;54.992;13.283;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;139;1957-06-13;1957;6;1;60;5500;1315;6099593.02;1336323.915;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;1255;1355;gyttja;2.6;;;1957Skagerak139;3858;;1;Skagerak,1957,139;,;55;13.25;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;140;1957-06-13;1957;6;1;60;5457.5;1316;6094917.759;1337221.452;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;1440;1540;gyttja;2.2;;;1957Skagerak140;3858;;1;Skagerak,1957,140;,;54.958;13.267;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.2;1.36
Skagerak;141;1957-06-13;1957;6;1;60;5500;1315;6099593.02;1336323.915;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;1612;1712;gyttja;2.4;5457.3;1316;1957Skagerak141;3858;;1;Skagerak,1957,141;,;55;13.25;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.4;1.25
Skagerak;143;1957-06-14;1957;6;1;60;5457.5;1316.5;6094898.399;1337755.045;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;717;817;gyttja;2.5;;;1957Skagerak143;3858;;1;Skagerak,1957,143;,;54.958;13.275;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;144;1957-06-14;1957;6;1;60;5459.5;1315.5;6098646.268;1336823.127;Uppmätt;24;S Trelleborg, Y 15;NA;46;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;930;1030;gyttja o lera;2.6;;;1957Skagerak144;3858;;1;Skagerak,1957,144;,;54.992;13.258;46;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;145;1957-06-14;1957;6;1;60;5459.5;1320;6098473.816;1341621.516;Uppmätt;24;S Trelleborg, Y 15;NA;46;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;1100;1200;gyttja;2.5;;;1957Skagerak145;3858;;1;Skagerak,1957,145;,;54.992;13.333;46;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;146;1957-06-14;1957;6;1;60;5459.5;1316;6098626.853;1337356.277;Uppmätt;24;S Trelleborg, Y 15;NA;46;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;1230;1330;gyttja o lera;2.7;;;1957Skagerak146;3858;;1;Skagerak,1957,146;,;54.992;13.267;46;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.7;1.11
Skagerak;147;1957-06-14;1957;6;1;60;5459.5;1315.7;6098638.494;1337036.387;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;740;840;lera;2.3;;;1957Skagerak147;3858;;1;Skagerak,1957,147;,;54.992;13.262;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.3;1.30
Skagerak;148;1957-06-17;1957;6;1;60;5459.5;1319;6098511.694;1340555.2;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;910;1010;gyttja;2.6;;;1957Skagerak148;3858;;1;Skagerak,1957,148;,;54.992;13.317;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;149;1957-06-17;1957;6;1;60;5459.5;1316;6098626.853;1337356.277;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;1050;1150;gyttja;2.5;;;1957Skagerak149;3858;;1;Skagerak,1957,149;,;54.992;13.267;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;150;1957-06-17;1957;6;1;60;5459.5;1320;6098473.816;1341621.516;Uppmätt;24;S Trelleborg, Y 15;NA;47;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;1220;1320;gyttja;2.6;;;1957Skagerak150;3858;;1;Skagerak,1957,150;,;54.992;13.333;47;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;151;1957-06-17;1957;6;1;60;5501.7;1405;6101113.321;1389710.726;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;1658;1758;mudder;2.3;5501.5;1401;1957Skagerak151;3959;;1;Skagerak,1957,151;,;55.028;14.083;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.3;1.30
Skagerak;152;1957-06-18;1957;6;1;60;5501.8;1401;6101406.018;1385453.422;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;654;754;gyttja;2.5;5501.4;1405;1957Skagerak152;3959;;1;Skagerak,1957,152;,;55.03;14.017;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;153;1957-06-18;1957;6;1;60;5501.4;1405.1;6100554.223;1389803.559;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 90 mm maskst.+yttersäck, 25 famn svep;;825;925;gyttja;2.5;5501.8;1401;1957Skagerak153;3959;;1;Skagerak,1957,153;,;55.023;14.085;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.5;1.20
Skagerak;154;1957-06-18;1957;6;1;60;5501.8;1401;6101406.018;1385453.422;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;950;1050;;2.8;5501.3;1406;1957Skagerak154;3959;;1;Skagerak,1957,154;,;55.03;14.017;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.8;1.07
Skagerak;155;1957-06-18;1957;6;1;60;5501.3;1405;6100371.362;1389692.417;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;1112;1212;gyttja;2;;;1957Skagerak155;3959;;1;Skagerak,1957,155;,;55.022;14.083;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.0;1.50
Skagerak;156;1957-06-18;1957;6;1;60;5501.1;1401.5;6100093.982;1385953.031;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 70 mm maskst.+yttersäck, 25 famn svep;;1250;1350;gyttja;2.6;;;1957Skagerak156;3959;;1;Skagerak,1957,156;,;55.018;14.025;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;157;1957-06-18;1957;6;1;60;5501;1407;6099762.806;1391810.354;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;1425;1525;;2.6;;;1957Skagerak157;3959;;1;Skagerak,1957,157;,;55.017;14.117;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Skagerak;158;1957-06-19;1957;6;1;60;5502;1400.5;6101790.68;1384930.244;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;703;803;;2.2;;;1957Skagerak158;3959;;1;Skagerak,1957,158;,;55.033;14.008;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.2;1.36
Skagerak;159;1957-06-19;1957;6;1;60;5501;1402;6099894.932;1386481.209;Uppmätt;24;V Rönne, Y 8;NA;49;;FALSE;;200;fisktrål;dem;70 fots fisktrål, 80 mm maskst.+yttersäck, 25 famn svep;;835;935;gyttja;2.6;5502.8;1359;1957Skagerak159;3959;;1;Skagerak,1957,159;,;55.017;14.033;49;37.33042912;1957;122.4751612;14.29512;70;23.03530912;75.57516117;292;0.208303795;2.18;new;2.6;1.15
Duett;1;1957-10-08;1957;10;2;45;5825;1829;6480124.764;1656297.114;Uppmätt;27;"N. ""HALLS-BANKEN""";NA;130-145;;FALSE;130-145;;SILLTRÅL;dem;60 fot, 25 famns svep;;915;1030;blöt lera;;;;1957DUETT1;4563;;0.75;Duett,1957,1;,;58.417;18.483;137.5;35.28826912;1957;115.7751612;12.25296;60;23.03530912;75.57516117;292;0.196908542;2.31;new;2.7;1.11
Duett;2;1957-10-08;1957;10;2;50;5810;1842;6452822.327;1670147.553;Uppmätt;27;"Ost ""HALLS-BANKEN""";NA;95-80;;FALSE;80-95;;SILLTRÅL;dem;;;1530;1620;lera;;;;1957DUETT2;4563;;0.833333333;Duett,1957,2;,;58.167;18.7;87.5;35.28826912;1957;115.7751612;12.25296;60;23.03530912;75.57516117;292;0.196908542;2.31;SILLTRÅL 60 fot, 25 famns svep;2.7;1.11
Eystrasalt;1;1957-10-08;1957;10;2;70;5816;1821;6463124.322;1649140.074;Uppmätt;27;"N. ""HALLS-BANKEN""";NA;120-90;;FALSE;90-120;;SILLTRÅL;dem;30 famns svep;;1100;1210;lera;;5816;1821;1957EYSTRASALT1;4563;;1.166666667;Eystrasalt,1957,1;,;58.267;18.35;105;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;new;2.7;1.11
Ramona;1;1957-10-08;1957;10;2;75;5826;1830;6482018.906;1657196.274;Uppmätt;27;"N. ""HALLS-BANKEN""";NA;130-145;;FALSE;130-145;;FISKTRÅL;dem;20 famns svep;;930;1045;blöt lera;;;;1957RAMONA1;4563;;1.25;Ramona,1957,1;,;58.433;18.5;137.5;28.67060252;1957;94.06365655;10.2108;50;18.45980252;60.56365655;234;0.159981962;2.84;new;2.7;1.11
Eystrasalt;2;1957-10-29;1957;10;2;45;6050;1850;6750007.214;1664474.541;Uppmätt;30;NO ÖRSKÄR;NA;68-70;;FALSE;68-70;315;SILLTRÅL;dem;;;;;sand med sten;;;;1957EYSTRASALT2;5063;;0.75;Eystrasalt,1957,2;,;60.833;18.833;69;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;SILLTRÅL 30 famns svep;2.7;1.11
Eystrasalt;3;1957-10-29;1957;10;2;30;6047.5;1852.5;6745473.714;1666955.827;Uppmätt;30;NO ÖRSKÄR;NA;68-70;;FALSE;68-70;315;SILLTRÅL;dem;;;;;;;;;1957EYSTRASALT3;5063;;0.5;Eystrasalt,1957,3;,;60.792;18.875;69;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;SILLTRÅL 30 famns svep;2.7;1.11
Eystrasalt;4;1957-11-11;1957;11;2;75;6046.5;1806;6741894.826;1624842.564;Uppmätt;30;NNO BJÖRN;NA;59-60;;FALSE;59-60;270;SILLTRÅL;dem;;;;;lera+sand;;;;1957EYSTRASALT4;5063;;1.25;Eystrasalt,1957,4;,;60.775;18.1;59.5;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;SILLTRÅL 30 famns svep;2.7;1.11
Eystrasalt;5;1957-11-11;1957;11;2;90;6042.5;1809;6734566.768;1627830.421;Uppmätt;30;NO BJÖRN;NA;59-60;;FALSE;59-60;;SILLTRÅL;dem;;;;;lera+sand;;;;1957EYSTRASALT5;5063;;1.5;Eystrasalt,1957,5;,;60.708;18.15;59.5;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;SILLTRÅL 30 famns svep;2.7;1.11
Eystrasalt;6;1957-11-12;1957;11;2;35;6046;1806;6740966.781;1624874.975;Uppmätt;30;NO BJÖRN;NA;59-60;;FALSE;59-60;270;SILLTRÅL;dem;;;;;lera+sand/sten;;;;1957EYSTRASALT6;5063;;0.583333333;Eystrasalt,1957,6;,;60.767;18.1;59.5;37.90050378;1957;124.3454848;10.2108;50;27.68970378;90.84548483;351;0.211484811;2.15;SILLTRÅL 30 famns svep;2.7;1.11
Thetis;40;1962-04-30;1962;4;1;90;5450.9;1513;6079877.431;1462002.578;Uppmätt;25S;SSE Dueodde, N 1;NA;68-72;;FALSE;68-72;350;Fisktrål, 70 fots, ssillstrut, 80 m svep;dem;;;809;939;lera;3.8;5451;1519.4;1962Thetis40;3860;;1.5;Thetis,1962,40;,;54.848;15.217;70;55.7113436;1962;182.7799987;14.29512;70;41.4162236;135.8799987;525;0.310869297;1.46;ok;2.5;1.18
Thetis;41;1962-04-30;1962;4;1;90;5450.8;1519.3;6079640.037;1468745.067;Uppmätt;25S;SSE Dueodde, N 1;NA;72-76;;FALSE;72-76;350;Fisktrål, 70 fots, ssillstrut, 80 m svep;dem;;;1030;1157;lera;4.6;5451.2;1527.2;1962Thetis41;3860;;1.5;Thetis,1962,41;,;54.847;15.322;74;55.7113436;1962;182.7799987;14.29512;70;41.4162236;135.8799987;525;0.310869297;1.46;ok;3.1;0.98
Thetis;44;1962-05-02;1962;5;1;60;5533.8;1506.3;6159531.389;1455632.944;Uppmätt;25C;E Simrishamn;NA;80;;FALSE;;400;Fisktrål, 70 fots, ssillstrut, 80 m svep;dem;;;1440;1540;;3.5;5532;1512;1962Thetis44;4060;;1;Thetis,1962,44;,;55.563;15.105;80;55.7113436;1962;182.7799987;14.29512;70;41.4162236;135.8799987;525;0.310869297;1.46;ok;3.5;0.86
Eystrasalt;6;1962-05-22;1962;5;1;7;6324;1940.5;7038059.132;1693140.112;Uppmätt;?;Syd Järnäsklubb;NA;50;50;TRUE;31-90;250;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;14.00;14.07;;;;;1962 Eystrasalt 2 AC;?;Ofullständugt mätt sik- och simpafångst.;0.116666667;Eystrasalt,1962,6;,;63.4;19.675;50;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;ok;2.7;1.11
Eystrasalt;7;1962-05-23;1962;5;1;33;6324.4;1934.7;7038513.3;1688272.189;Uppmätt;?;Syd Lillbådan;NA;35-55;35-55;TRUE;31-90;200;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;11.05;11.38;Ngt hård;;;;1962 Eystrasalt 3 AC;?;"Ofullständigt mätt sik, nors, simpa och skarpsillfångst. Noterat i protokoll: ""ca 10 kg sik i storlek mellan 20-40 cm… Någon skarpsill.""";0.55;Eystrasalt,1962,7;,;63.407;19.578;45;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;ok;2.7;1.11
Eystrasalt;8;1962-05-25;1962;5;1;32;6338.2;2005.5;7065717.095;1712164.78;Uppmätt;?;Sörmjölefjärden;NA;21-34;21-34;TRUE;<30;150;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;12.39;13.11;Jämnsluttande. Mudderbotten i början;;;;1962 Eystrasalt 5 AC;?;Ofullständigt mätt nors, hornsimpa, gers och tånglake-fångst.;0.533333333;Eystrasalt,1962,8;,;63.637;20.092;27.5;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;ok;2.7;1.11
Eystrasalt;9;1962-05-30;1962;5;1;15;6415;2144;7140351.94;1786975.317;Uppmätt;?;SO Lövånger;NA;100;100;TRUE;>90;300;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;15.03;15.18;Lös;;;;1962 Eystrasalt 6 AC;?;Ofullständigt mätt fångst;0.25;Eystrasalt,1962,9;,;64.25;21.733;100;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;ok;2.7;1.11
Eystrasalt;10;1962-06-15;1962;6;1;16;6343.5;2044.7;7077875.184;1743719.744;Uppmätt;?;V. Kvarken;NA;35-39;35-39;TRUE;31-90;150;Skarpsilltrål Dimension: 48 fot. Maskstorlek: 11 mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;10.59;11.15;Relativt jämn. Hård.;;;;1962 Eystrasalt 7 AC;?;Ofullständigt mätt fångst;0.266666667;Eystrasalt,1962,10;,;63.725;20.745;37;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;13;1962-07-18;1962;7;2;15;5919.4;2018;6586622.946;1755581.387;Uppmätt;29;Syd Bogskären;NA;65;65;TRUE;31-90;350;Silltrål. Dimension: 50 fot. Maskstorlek: skarpsillstrut. Svep: 35 m.;dem;Fisktrål;Fisktrål;14.30;14.45;Lera;;;;1962 Eystrasalt B 1;4765;;0.25;Eystrasalt,1962,13;,;59.323;20.3;65;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Silltrål. Dimension: 50 fot. Maskstorlek: i struten 13,5mm. Svep: 35 famn.;2.7;1.11
Eystrasalt;17;1962-07-19;1962;7;2;45;5919;2101;6588854.144;1796367.884;Uppmätt;29;Syd Bogskären;NA;62-65;62-65;TRUE;31-90;300;Silltrål. Dimension: 50 fot. Maskstorlek: skarpsillstrut. Svep: 35 m.;dem;Fisktrål;Fisktrål;07.15;08.00;Lera;3;;;1962 Eystrasalt B 2;4766;;0.75;Eystrasalt,1962,17;,;59.317;21.017;63.5;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Silltrål. Dimension: 50 fot. Maskstorlek: i struten 13,5mm. Svep: 35 famn.;4.0;0.75
Eystrasalt;18;1962-07-27;1962;7;2;18;5955;1841;6647584.508;1660777.965;Uppmätt;27;Ost Huvudskär;NA;75;75;TRUE;31-90;350;Silltrål. Dimension: 60 fot. Maskstorlek: skarpsillstrut. Svep: 35 m.;dem;Fisktrål;Fisktrål;08.35;08.53;Lera;;;;1962 Eystrasalt B 6;4863;;0.3;Eystrasalt,1962,18;,;59.5;18.683;75;44.51817038;1962;146.0569894;12.25296;60;32.26521038;105.8569894;409;0.248411391;1.83;new;2.7;1.11
Eystrasalt;2;1962-08-22;1962;8;2;34;6224.7;1735.7;6923358.193;1592335.466;Uppmätt;?;NO Rödön;NA;40;40;TRUE;31-90;200;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;12.53;13.27;Lera;;;;1962 Eystrasalt 2;?;Ofullständigt mätt fångst;0.566666667;Eystrasalt,1962,2;,;62.412;17.595;40;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;3;1962-09-04;1962;9;2;18;6312.2;1850;7013896.148;1652160.117;Uppmätt;?;Gullviksfjärden;NA;50;50;TRUE;31-90;250;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;11.10;11.28;Lera;;;;1962 Eystrasalt 3;?;Ofullständigt mätt fångst;0.3;Eystrasalt,1962,3;,;63.203;18.833;50;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;4;1962-09-06;1962;9;2;60;6320.2;1924.3;7030222.822;1680060.978;Uppmätt;?;;NA;80;80;TRUE;31-90;450;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;13.10;14.10;Lera;;;;1962 Eystrasalt 4;?;Ofullständigt mätt simpa- och tånglakefångst;1;Eystrasalt,1962,4;,;63.337;19.405;80;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;11;1962-09-07;1962;9;2;25;6324.4;1934.7;7038513.3;1688272.189;Uppmätt;?;Syd Lillbådan;NA;35-40;35-40;TRUE;31-90;250;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;12.55;13.20;Relativt jämn. Delvis hård.;;;;1962 Eystrasalt AC 10;?;Ofullständigt mätt fångst;0.416666667;Eystrasalt,1962,11;,;63.407;19.578;37.5;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;12;1962-09-07;1962;9;2;24;6319.8;1933.5;7029920.796;1687774.275;Uppmätt;?;SV Järnäsklubb;NA;70-80;70-80;TRUE;31-90;400;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;11.02;11.26;Ganska jämn och mjuk;;;;1962 Eystrasalt AC 9;?;Ofullständigt mätt sillfångst;0.4;Eystrasalt,1962,12;,;63.33;19.558;75;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;13;1962-09-07;1962;9;2;25;6324.4;1934.7;7038513.3;1688272.189;Uppmätt;?;Syd Lillbådan;NA;35-40;35-40;TRUE;31-90;250;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;12.55;13.20;Relativt jämn. Delvis hård.;;;;;?;Ofullständigt mätt fångst;0.416666667;Eystrasalt,1962,13;,;63.407;19.578;37.5;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;5;1962-09-11;1962;9;2;17;6240;1815;6952868.017;1625100.198;Uppmätt;?;O Rengön;NA;100;100;TRUE;>90;500;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;15.00;15.17;Lera;;;;1962 Eystrasalt 5;?;Ofullständigt mätt fångst;0.283333333;Eystrasalt,1962,5;,;62.667;18.25;100;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;22;1962-10-03;1962;10;2;30;6185;1751;6924305.455;1605492.947;Uppmätt;?;Ost Storjungfrun;NA;56;56;TRUE;31-90;300;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;13.30;14.00;Lera;;;;1962 Eystrasalt X:1;?;Ofullständigt mätt simpafångst;0.5;Eystrasalt,1962,22;,;62.417;17.85;56;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;21;1962-10-10;1962;10;2;105;6043.5;1876;6739113.637;1688657.091;Uppmätt;?;Västra Banken;NA;56;56;TRUE;31-90;400;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;11.30;13.15;Lera;;;;1962 Eystrasalt C1 X:2;?;Ofullständigt mätt fångst;1.75;Eystrasalt,1962,21;,;60.725;19.267;56;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
Eystrasalt;23;1962-10-11;1962;10;2;2;6039.3;1730;6727536.724;1592507.472;Uppmätt;?;Bilskaten;NA;26;26;TRUE;<30;100;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5mm. Svep: 35 m.;dem;Fisktrål;Fisktrål;13.30;13.32;Sandbotten med inslag av sten;;;;1962 Eystrasalt X:3;?;Ofullständigt mätt fångst;0.033333333;Eystrasalt,1962,23;,;60.655;17.5;26;42.06757838;1962;138.0169894;9.802368;48;32.26521038;105.8569894;409;0.234737087;1.93;Silltrål. Dimension: 48 fot. Maskstorlek: 13,5 mm. Svep: 35 f.;2.7;1.11
