Fartyg;drag;datum;år;mån;årstid;tråltid;sattlat;sattlong;X;Y;Positionsbestämning;område;fångstplats;fiskeområden;bottendjup;tråldjup;check;djupintervall;varp;tråltyp;type;redskap;redskapstyp;satt.kl;halat.kl;bottentyp;distans;halat.lat;halat.long;id;ruta;anm;Hour;IDX_SSB;Field;LATDD;LONGDD;Depth;Size.final..m.;Year;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;Swep.both.side..foot.;Swept.area;RSA;comments;speed;RS
Skagerak;58;1928-07-18;1928;7;2;60;5546;1945;6188980.229;1747312.621;Uppmätt;26;;NA;;;TRUE;;;Fisktrål;dem;Fisktrål;Fisktrål;;;la;;;;1928 Skagerak58;4064;;1;Skagerak,1928,58;,;55.767;19.75;72;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1928 års fisktrål;2.6;1.15
Skagerak;60;1928-07-20;1928;7;2;55;5722;1904.5;6364804.39;1696500.548;Uppmätt;28;;NA;61-64;61-64;TRUE;30-90;180;Silltrål med vadduk;dem;Silltrål med vadduk;Silltrål;;;la;;;;1928 Skagerak60;4364;;0.916666667;Skagerak,1928,60;,;57.367;19.075;62.5;12.25296;1925;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;61;1928-07-23;1928;7;2;60;5749;2329;6436078.037;1955516.325;Uppmätt;28;Rigaviken;NA;48-50;48-50;TRUE;30-90;150;Silltrål med vadduk;dem;Silltrål med vadduk;Silltrål;;;la, sd;;;;1928 Skagerak61;4468;;1;Skagerak,1928,61;,;57.817;23.483;49;12.25296;1925;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;62;1928-07-27;1928;7;2;35;5736;1956;6393565.677;1746519.282;Uppmätt;28;;NA;128;128;TRUE;>90;350;Silltrål med vadduk;dem;Silltrål med vadduk;Silltrål;;;la, st;;;;1928 Skagerak62;4464;;0.583333333;Skagerak,1928,62;,;57.6;19.933;128;12.25296;1925;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;63;1928-07-27;1928;7;2;60;5743;1937;6405437.944;1726877.232;Uppmätt;28;;NA;96;96;TRUE;>90;250;Silltrål med vadduk;dem;Silltrål med vadduk;Silltrål;;;;;;;1928 Skagerak63;4464;;1;Skagerak,1928,63;,;57.717;19.617;96;12.25296;1925;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;64;1928-07-28;1928;7;2;60;5753.5;1928;6424416.289;1716893.105;Uppmätt;28;;NA;64;64;TRUE;30-90;180;Silltrål med vadduk;dem;Silltrål med vadduk;Silltrål;;;;;;;1928 Skagerak64;4464;;1;Skagerak,1928,64;,;57.892;19.467;64;12.25296;1925;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;80;1928-11-10;1928;11;2;30;5519;1410;6133075.923;1395793.332;Skattad;24;Sandhammaren;NA;16;16;TRUE;<30;50;Bornholmstrål;dem;;;;;;;;;1928 Skagerak80;;;0.5;Skagerak,1928,80;,;55.317;14.167;16;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;ok;2.6;1.15
Skagerak;19;1930-02-10;1930;2;1;60;5502;1347.5;6102168.824;1371080.683;Uppmätt;24;;NA;48-49;48-49;TRUE;30-90;150;1927 års silltrål med fin duk innuti.;dem;Silltrål;Trål;14.20;15.20;la;;;;1930 Skagerak 19;3956;Sill, Skarpsill ofullständigt mätt;1;Skagerak,1930,19;,;55.033;13.792;48.5;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;23;1930-02-12;1930;2;1;60;5517.5;1516.5;6129194.896;1466125.684;Uppmätt;25;;NA;79-81;79-81;TRUE;30-90;230;1927 års silltrål med vadduk.;dem;Silltrål;Trål;8.30;9.30;la;;;;1930 Skagerak 23;3954;;1;Skagerak,1930,23;,;55.292;15.275;80;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;24;1930-02-12;1930;2;1;60;5512;1506.5;6119084.94;1455436.601;Uppmätt;25;N Bornholm;NA;61;61;TRUE;30-90;150;1927 års silltrål med vadduk.;dem;Silltrål;Trål;12.45;13.45;la, gr;;;;1930 Skagerak 24;3954;;1;Skagerak,1930,24;,;55.2;15.108;61;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;36;1930-02-23;1930;2;1;60;5729;2002;6380957.141;1753299.748;Uppmätt;28;;NA;178-165;178-165;TRUE;>90;400;1927 års silltrål med vadduk.;dem;Silltrål;Trål;;;;;;;1930 Skagerak 36;4365;;1;Skagerak,1930,36;,;57.483;20.033;171.5;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;37;1930-02-23;1930;2;1;15;5736;1950;6393206.45;1740547.385;Uppmätt;28;;NA;118;118;TRUE;>90;;1927 års silltrål med vadduk.;dem;Silltrål;Trål;;;;;;;1930 Skagerak 37;4464;;0.25;Skagerak,1930,37;,;57.6;19.833;118;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;39;1930-02-24;1930;2;1;60;5743;1937;6405437.944;1726877.232;Uppmätt;28;;NA;91;91;TRUE;>90;300;1929 års skovelvad med vadduk.;dem;;Trål;;;;;;;1930 Skagerak 39;4464;;1;Skagerak,1930,39;,;57.717;19.617;91;14.29512;1930;46.9;14.29512;70;0;0;0;0.07976677;5.69; to check 1929 års skovelvad;2.6;1.15
Skagerak;40;1930-02-24;1930;2;1;60;5750.5;1928.5;6418879.906;1717688.763;Uppmätt;28;;NA;68;68;TRUE;30-90;200;1929 års skovelvad med vadduk.;dem;;Trål;;;;;;;1930 Skagerak 40;4464;;1;Skagerak,1930,40;,;57.842;19.475;68;14.29512;1930;46.9;14.29512;70;0;0;0;0.07976677;5.69; to check 1929 års skovelvad;2.6;1.15
Skagerak;41;1930-02-25;1930;2;1;60;5759;1900;6433215.769;1688757.344;Uppmätt;28;;NA;108-110;108-110;TRUE;30-90;350;1929 års skovelvad med vadduk.;dem;;Trål;;;;;;;1930 Skagerak 41;4464;;1;Skagerak,1930,41;,;57.983;19;109;14.29512;1930;46.9;14.29512;70;0;0;0;0.07976677;5.69; to check 1929 års skovelvad;2.6;1.15
Skagerak;42;1930-02-25;1930;2;1;60;5453.5;1848;6088640.83;1691915.097;Uppmätt;26;;NA;45-96;45-96;TRUE;30-90;150-250;1927 års silltrål med vadduk.;dem;Silltrål;Trål;;;;;;;1930 Skagerak 42;4463;Sill, skarpsill ofullständigt mätt;1;Skagerak,1930,42;,;54.892;18.8;67.5;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;43;1930-02-26;1930;2;1;60;5744.5;1818;6404572.488;1648363.903;Uppmätt;28;;NA;106;106;TRUE;>90;250;1927 års silltrål med vadduk.;dem;Silltrål;Trål;;;la;;;;1930 Skagerak 43;4463;;1;Skagerak,1930,43;,;57.742;18.3;106;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;46;1930-02-27;1930;2;1;60;5550;1629;6189570.277;1542294.107;Uppmätt;25;;NA;55;55;TRUE;30-90;150;1927 års silltrål med vadduk.;dem;Silltrål;Trål;;;la;;;;1930 Skagerak 46;4061;;1;Skagerak,1930,46;,;55.833;16.483;55;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;1927 års silltrål;2.6;1.15
Skagerak;48;1930-02-28;1930;2;1;30;5518.5;1413;6132074.76;1398945.763;Uppmätt;24;;NA;15-14;15-14;TRUE;<30;50;Bornholmstrål av år 1928;dem;Trål;Trål;;;la, sd;;;;1930 Skagerak 48;;;0.5;Skagerak,1930,48;,;55.308;14.217;14.5;12.25296;1929;40.2;12.25296;60;0;0;0;0.068371517;6.64;Bornholmstrål;2.6;1.15
Skagerak;155;1930-10-17;1930;10;2;30;5506;1431;6108492.21;1417562.697;Uppmätt;24;;NA;44;44;TRUE;30-90;140;Räktrål;dem;Räktrål;Trål;;;la;;;;1930 Skagerak 155;3959;;0.5;Skagerak,1930,155;,;55.1;14.517;44;14.29512;1930;46.9;14.29512;70;0;0;0;0.07976677;5.69;1930 års Koljeskovelvad;2.6;1.15
Skagerak;156;1930-10-17;1930;10;2;40;5506;1431;6108492.21;1417562.697;Uppmätt;24;;NA;44;44;TRUE;30-90;150;Skovelvad, koljevad;dem;fisktrål;Trål;;;la;;;;1930 Skagerak 156;3959;;0.666666667;Skagerak,1930,156;,;55.1;14.517;44;14.29512;1930;46.9;14.29512;70;0;0;0;0.07976677;5.69;1930 års Koljeskovelvad;2.6;1.15
Skagerak;23;1938-03-14;1938;3;1;60;5512.7;1346;6122061.657;1370063.1;Uppmätt;24;Y 4;NA;44;;FALSE;;125;SILLTRÅL;dem;Silltrål, manilla. 1935 Strutens maskstorlek 25 mm;;;;la;;;;1938SKAGERAK23;3958;;1;Skagerak,1938,23;,;55.212;13.767;44;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;24;1938-03-14;1938;3;1;60;5502.2;1400;6102175.404;1384407.156;Uppmätt;24;Y 8;NA;46;;FALSE;;200;SILLTRÅL;dem;Silltrål, Strutens maskstorlek 24-26 mm;;;;la;;;;1938SKAGERAK24;3959;;1;Skagerak,1938,24;,;55.037;14;46;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;25;1938-03-14;1938;3;1;60;5455;1317;6090242.738;1338121.291;Uppmätt;24;ARCONA 3;NA;45;;FALSE;;150;SILLTRÅL;dem;Silltrål, Strutens maskstorlek 25 mm;;;;la;;;;1938SKAGERAK25;3858;;1;Skagerak,1938,25;,;54.917;13.283;45;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;26;1938-03-15;1938;3;1;60;5448.8;1345.5;6077748.104;1368232.867;Uppmätt;24;ARCONA 1;NA;43;;FALSE;;200;SILLTRÅL;dem;Silltrål, Strutens maskstorlek 25 mm;;;;la;;;;1938SKAGERAK26;3858;;1;Skagerak,1938,26;,;54.813;13.758;43;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;27;1938-03-15;1938;3;1;60;5521;1539;6135570.172;1489960.749;Uppmätt;25C;S.O. 4;NA;94-100;;FALSE;94-100;300;SILLTRÅL;dem;Silltrål, manilla. Strutens maskstorlek 24-26 mm;;;;la;;;;1938SKAGERAK27;3960;;1;Skagerak,1938,27;,;55.35;15.65;97;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;28;1938-03-16;1938;3;1;90;5518.5;1517.5;6131042.164;1467198.11;Uppmätt;25C;3' OST CHRISTIANSÖ;NA;91;;FALSE;;300;SILLTRÅL;dem;Silltrål, manilla. Strutens maskstorlek 25 mm;;;;;;;;1938SKAGERAK28;3960;;1.5;Skagerak,1938,28;,;55.308;15.292;91;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;32;1938-03-21;1938;3;1;60;5506;1614;6107812.618;1527129.951;Uppmätt;25E;;NA;81;;FALSE;;250;SILLTRÅL;dem;Silltrål. Strutens maskstorlek 25 mm;;1725;1825;la;;;;1938SKAGERAK32;3961;;1;Skagerak,1938,32;,;55.1;16.233;81;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;34;1938-03-22;1938;3;1;60;5546.5;1629;6183076.467;1542357.392;Uppmätt;25E;27,5' S om ÖLAND;NA;55;;FALSE;;;SILLTRÅL;dem;Silltrål. Strutens maskstorlek 25 mm;;1337;1437;la;;;;1938SKAGERAK34;4061;;1;Skagerak,1938,34;,;55.775;16.483;55;16.33728;1936;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,2 cm;2.8;1.07
Skagerak;99;1938-09-29;1938;9;2;60;5521;1539;6135570.172;1489960.749;Uppmätt;25C;S.O. 4;NA;94;;FALSE;;270;SILLTRÅL;dem;80 fots silltrål. Strutens maskstorlek 4,2 c/m;;1353;1453;la;;;;1938SKAGERAK99;3960;;1;Skagerak,1938,99;,;55.35;15.65;94;16.33728;1933;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,5 cm;2.8;1.07
Skagerak;101;1938-09-30;1938;9;2;60;5517.5;1436.5;6129721.461;1423779.947;Uppmätt;24;SIM.8;NA;50-52;;FALSE;50-52;150;SILLTRÅL;dem;80 fots silltrål. Strutens maskstorlek 4,2 c/m;;8.22;9.22;la;;;;1938SKAGERAK101;3959;;1;Skagerak,1938,101;,;55.292;14.608;51;16.33728;1933;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,5 cm;2.8;1.07
Skagerak;103;1938-09-30;1938;9;2;60;5518.6;1347.3;6132965.137;1371759.036;Uppmätt;24;Y 3 - Y 1;NA;36-37;;FALSE;36-37;125;SILLTRÅL;dem;80 fots silltrål. Strutens maskstorlek 4,2 c/m;;1305;1405;sd;;;;1938SKAGERAK103;3958;;1;Skagerak,1938,103;,;55.31;13.788;36.5;16.33728;1933;53.6;16.33728;80;0;0;0;0.091162022;4.98;80 fots silltrål, maskor 4,5 cm;2.8;1.07
Skagerak;42;1952-04-03;1952;4;1;55;5815;1851;6462485.641;1678550.985;Uppmätt;27;SW G:a SANDÖN;NA;115-120;;FALSE;;350;SILLTRÅL;dem;70 fots silltrål;;1635;1730;lera sten;;;;1952SKAGERAK42;4563;;0.916666667;Skagerak,1952,42;,;58.25;18.85;117.5;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.8;1.07
Skagerak;43;1952-04-04;1952;4;1;60;5753.6;1930.5;6424736.194;1719351.731;Uppmätt;28;SO FÅRÖN;NA;70;;FALSE;;250;SILLTRÅL;dem;70 fots silltrål;;815;915;sand;2.5;;;1952SKAGERAK43;4464;;1;Skagerak,1952,43;,;57.893;19.508;70;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.5;1.20
Skagerak;44;1952-04-04;1952;4;1;50;5805;1929;6445795.476;1716719.175;Uppmätt;28;O SALVOREV;NA;110;;FALSE;;350;SILLTRÅL;dem;70 fots silltrål;;1150;1240;lera;2;;;1952SKAGERAK44;4564;;0.833333333;Skagerak,1952,44;,;58.083;19.483;110;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.4;1.25
Skagerak;45;1952-04-04;1952;4;1;75;5803.7;1929.5;6443411.555;1717342.011;Uppmätt;28;O SALVOREV;NA;110;;FALSE;;;SILLTRÅL;dem;70 fots silltrål;;1330;1445;lera;3;;;1952SKAGERAK45;4564;;1.25;Skagerak,1952,45;,;58.062;19.492;110;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.4;1.25
Skagerak;46;1952-04-05;1952;4;1;45;5734;1744;6383989.344;1615182.536;Uppmätt;27;SW VISBY;NA;107;;FALSE;;350;SILLTRÅL;dem;70 fots silltrål;;845;930;lera;2;;;1952SKAGERAK46;4462;;0.75;Skagerak,1952,46;,;57.567;17.733;107;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.7;1.13
Skagerak;53;1952-04-09;1952;4;1;60;5512;1540;6118870.567;1490983.963;Uppmätt;25C;SO CHRISTIANSÖ;NA;91;;FALSE;;300;FISKTRÅL;dem;70 fots fisktrål;;1115;1215;;2;;;1952SKAGERAK53;3960;;1;Skagerak,1952,53;,;55.2;15.667;91;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;2.0;1.50
Skagerak;54;1952-04-09;1952;4;1;35;5536.5;1534;6164342.761;1484775.002;Uppmätt;25C;S UTKLIPPAN;NA;65;;FALSE;;200;FISKTRÅL;dem;70 fots fisktrål;;1520;1555;;1;;;1952SKAGERAK54;4060;;0.583333333;Skagerak,1952,54;,;55.608;15.567;65;14.29512;1951;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots skarpsilltrål, 20 mm strut;1.7;1.75
Eystrasalt;14;1952-10-24;1952;10;2;75;6135;1733;6831015.536;1592487.847;Skattad;30;3' NO AGÖ;NA;60;;FALSE;;144;FLYTTRÅL;pel;;;1915;2030;;;;;1952EYSTRASALT14;5262;;1.25;Eystrasalt,1952,14;,;61.583;17.55;60;15.3162;1952;50.25;15.3162;75;0;0;0;0.085464396;5.31;To check Sveciatrål, silltrål;2.7;1.11
Eystrasalt;18;1952-12-17;1952;12;2;15;5812.6;1656;6454551.081;1566127.779;Skattad;27;REDSKÄRSDJUPET, syd KRÅKMARÖ;NA;27;;FALSE;;90;BOTTENTRÅL;dem;;;1115;1130;;;;;1952EYSTRASALT18;4561;Trålningens syfte var att få flundra;0.25;Eystrasalt,1952,18;,;58.21;16.933;27;15.3162;1952;50.25;15.3162;75;0;0;0;0.085464396;5.31;To check Sveciatrål, silltrål;2.7;1.11
Eystrasalt;19;1952-12-17;1952;12;2;50;5817.8;1655.5;6464194.098;1565478.013;Skattad;27;FINNFJÄRDEN;NA;27-36;;FALSE;;108;BOTTENTRÅL;dem;;;1340;1430;;;;;1952EYSTRASALT19;4561;;0.833333333;Eystrasalt,1952,19;,;58.297;16.925;31.5;15.3162;1952;50.25;15.3162;75;0;0;0;0.085464396;5.31;To check Sveciatrål, silltrål;2.7;1.11
Skagerak;6;1955-02-21;1955;2;1;60;5511;1414;6118138.161;1399689.582;Uppmätt;24;Y12;NA;40-47;;FALSE;40-47;150;FISKTRÅL;dem;50 fots fisktrål, 65 mm maska;;1240;1340;Sd La;;;;1955SKAGERAK6;3959;Trålen fullständigt beströdd med rödalger;1;Skagerak,1955,6;,;55.183;14.233;43.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.8;1.07
Skagerak;10;1955-02-22;1955;2;1;60;5510.7;1420.6;6117429.046;1406683.401;Uppmätt;24;Y13d;NA;44;;FALSE;;;FISKTRÅL;dem;50 fots fisktrål, 65 mm maska;;1455;1555;Mr;;;;1955SKAGERAK10;3959;;1;Skagerak,1955,10;,;55.178;14.343;44;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.8;1.07
Skagerak;7;1955-02-22;1955;2;1;60;5510;1424;6116056.211;1410266.592;Uppmätt;24;Y13;NA;43-44;;FALSE;43-44;150;FISKTRÅL;dem;50 fots fisktrål, 65 mm maska;;900;1000;Mr;3;;;1955SKAGERAK7;3959;;1;Skagerak,1955,7;,;55.167;14.4;43.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.0;1.00
Skagerak;8;1955-02-22;1955;2;1;60;5509.3;1418.7;6114874.838;1404610.707;Uppmätt;24;Y13b;NA;44-43;;FALSE;44-43;;FISKTRÅL;dem;70 fots fisktrål, 80 mm maska;;1124;1225;Mr;3;;;1955SKAGERAK8;3959;;1;Skagerak,1955,8;,;55.155;14.312;43.5;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;3.0;1.00
Skagerak;9;1955-02-22;1955;2;1;60;5511.5;1424;6118838.766;1410322.749;Uppmätt;24;Y13c;NA;44;;FALSE;;;FISKTRÅL;dem;70 fots fisktrål, 80 mm maska;;1330;1430;Mr;2;;;1955SKAGERAK9;3959;;1;Skagerak,1955,9;,;55.192;14.4;44;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;2.0;1.50
Skagerak;16;1955-03-28;1955;3;1;60;5500.7;1319;6100737.187;1340634.529;Uppmätt;24;Y14;NA;45-43;43-45;FALSE;;150;FISKTRÅL;dem;50 fots fisktrål med skarpsillstrut, 15 mm maska;;1100;1200;La-sd-stenar;2.5;;;1955SKAGERAK16;3958;;1;Skagerak,1955,16;,;55.012;13.317;44;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.5;1.20
Skagerak;17;1955-03-29;1955;3;1;60;5459.5;1315;6098665.748;1336289.979;Uppmätt;24;Y15;NA;47;;FALSE;;150;FISKTRÅL;dem;50 fots fisktrål , 65 mm maska;;1213;1313;La+sd;2.6;;;1955SKAGERAK17;3858;;1;Skagerak,1955,17;,;54.992;13.25;47;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.6;1.15
Skagerak;18;1955-03-29;1955;3;1;60;5459;1315;6097738.477;1336256.046;Uppmätt;24;Y15;NA;46;;FALSE;;150;FISKEVAD;dem;70 fots fiskevad, 80 mm maska;;1525;1625;;3;;;1955SKAGERAK18;3858;;1;Skagerak,1955,18;,;54.983;13.25;46;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;3.0;1.00
Skagerak;19;1955-03-30;1955;3;1;60;5513.3;1321.5;6124011.286;1344119.18;Uppmätt;24;Y16 HÅLAN;NA;40;;FALSE;;150;FISKEVAD;dem;70 fots fiskevad, 80 mm maska;;840;940;LA Sd;3;;;1955SKAGERAK19;3958;;1;Skagerak,1955,19;,;55.222;13.358;40;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;3.0;1.00
Skagerak;20;1955-03-30;1955;3;1;60;5512.8;1334.2;6122631.177;1357554.465;Uppmätt;24;Y17;NA;43;;FALSE;;150;FISKEVAD;dem;50 fots fiskevad, 65 mm maska;;1112;1212;La;3;;;1955SKAGERAK20;3958;;1;Skagerak,1955,20;,;55.213;13.57;43;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.0;1.00
Skagerak;21;1955-03-30;1955;3;1;60;5513;1341;6122776.516;1364777.196;Uppmätt;24;Y17;NA;43;;FALSE;;150;FISKEVAD;dem;70 fots fiskevad, 80 mm maska;;1410;1510;La;3.2;;;1955SKAGERAK21;3958;;1;Skagerak,1955,21;,;55.217;13.683;43;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;3.2;0.94
Skagerak;22;1955-03-31;1955;3;1;60;5505.5;1404.8;6108167.225;1389671.967;Uppmätt;24;Y18;NA;48;;FALSE;;150;FISKEVAD;dem;50 fots fiskevad, 65 mm maska;;1055;1155;La;3.2;;;1955SKAGERAK22;3959;;1;Skagerak,1955,22;,;55.092;14.08;48;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.2;0.94
Skagerak;25;1955-04-04;1955;4;1;60;5528;1502;6148818.909;1450991.896;Uppmätt;25C;C5;NA;80;;FALSE;;300;FISKTRÅL;dem;70 fots fisktrål med 7 st plastblåsor, 70-75 mm maska;;1345;1445;;3;;;1955SKAGERAK25;3960;OBS! Samma stationsnamn men olika position;1;Skagerak,1955,25;,;55.467;15.033;80;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;3.0;1.00
Skagerak;30;1955-04-14;1955;4;1;60;5451;1519;6080013.3;1468426.524;Uppmätt;25S;N1;NA;70-65;;FALSE;65-70;250;FISKTRÅL;dem;50 fots fisktrål 65 mm maska;;1625;1725;La;2.5;;;1955SKAGERAK30;3860;;1;Skagerak,1955,30;,;54.85;15.317;67.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.5;1.20
Skagerak;31;1955-04-15;1955;4;1;90;5451;1514;6080054.031;1463074.538;Uppmätt;25S;N1;NA;73-71;;FALSE;71-73;250;FISKTRÅL;dem;50 fots fisktrål 65 mm maska;;635;805;La;3.5;;;1955SKAGERAK31;3860;;1.5;Skagerak,1955,31;,;54.85;15.233;72;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.3;1.29
Skagerak;32;1955-04-15;1955;4;1;90;5451;1519;6080013.3;1468426.524;Uppmätt;25S;N2;NA;71-68;;FALSE;68-71;250;FISKTRÅL;dem;50 fots fisktrål 65 mm maska;;850;1020;La;3.5;;;1955SKAGERAK32;3860;;1.5;Skagerak,1955,32;,;54.85;15.317;69.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.3;1.29
Skagerak;36;1955-04-16;1955;4;1;75;5451;1514;6080054.031;1463074.538;Uppmätt;25S;N1;NA;70-71;;FALSE;70-71;250;FISKTRÅL;dem;50 fots fisktrål med skarpsillstrut 15 mm maska;;630;745;La;3.5;;;1955SKAGERAK36;3860;;1.25;Skagerak,1955,36;,;54.85;15.233;70.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;2.8;1.07
Skagerak;37;1955-04-16;1955;4;1;60;5451;1519;6080013.3;1468426.524;Uppmätt;25S;N1;NA;72-70;;FALSE;70-72;250;FISKTRÅL;dem;50 fots fisktrål med skarpsillstrut 15 mm maska;;825;925;La jämn och bra botten;3;;;1955SKAGERAK37;3860;;1;Skagerak,1955,37;,;54.85;15.317;71;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.0;1.00
Skagerak;38;1955-04-20;1955;4;1;60;5544;1552;6178233.174;1503667.638;Uppmätt;25C;U10;NA;65-66;;FALSE;65-66;250;FISKTRÅL;dem;50 fots fisktrål akter 15 mm maska;;730;830;La bra botten;3.5;;;1955SKAGERAK38;4060;;1;Skagerak,1955,38;,;55.733;15.867;65.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.5;0.86
Skagerak;39;1955-04-20;1955;4;1;75;5544;1558;6178242.994;1509949.032;Uppmätt;25C;U10;NA;65-66;;FALSE;65-66;250;FISKTRÅL;dem;50 fots fisktrål med skarpsillstrut,  akter, 15 mm maska;;905;1020;La;4;;;1955SKAGERAK39;4060;;1.25;Skagerak,1955,39;,;55.733;15.967;65.5;10.2108;1955;33.5;10.2108;50;0;0;0;0.056976264;7.97;ok;3.2;0.94
Skagerak;43;1955-04-26;1955;4;1;60;5544;1555;6178236.952;1506808.336;Uppmätt;25C;U10;NA;65;;FALSE;;250;FISKTRÅL;dem;70 fots fisktrål 70-75 mm maska;;1045;1145;La;2.5;;;1955SKAGERAK43;4060;;1;Skagerak,1955,43;,;55.733;15.917;65;14.29512;1956;46.9;14.29512;70;0;0;0;0.07976677;5.69;70 fots fiskevad med skarpsillstrut;2.5;1.20
Eystrasalt;43;1955-09-28;1955;9;2;25;6448;2112;7199189.41;1755984.434;Uppmätt;31;Mellan BERGSKÄRET och FINNFÄLLAN norr KÅGNÄSET;NA;;;TRUE;;180;SILLTRÅL;dem;55 fots, 70 mm maska, sillsvep;;1050;1115;svart(kolsvart)dy;;;;;5866;;0.416666667;Eystrasalt,1955,43;,;64.8;21.2;36;29.69168252;1955;97.41365655;11.23188;55;18.45980252;60.56365655;234;0.165679588;2.74;SILLTRÅL 55 fots, 25 mm maska, 20 fm sillsvep;2.7;1.11
