HH,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,4,13,0830,-9,60,D,55.6167,19.9333,55.6167,19.8333,40G9,80,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,140,8,-9,0.5,5,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,27,1989,W,126436,1,-9,19,1,19,1,-9,32000,1,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,4,13,1450,-9,60,D,55.6000,19.5000,55.6000,19.4000,40G9,90,V,-9,1,1,C,-9,-9,-9,-9,350,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,140,8,-9,1,5,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,28,1989,W,126436,1,-9,20,1,20,1,-9,35500,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
