HH,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,1,25,0930,-9,60,D,55.5167,19.9167,55.5667,19.9167,40G9,85,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,270,6,-9,0.5,3.2,-9,-9,-9,-9,-9
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,1,LAT,0027,LBT,-9,-9,-9,2,1,1989,W,126436,1,-9,98,1,98,1,-9,200000,1,44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
